ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-108953,2,1/3/2017 16:35,1/3/2017 22:35,33.89775,-117.47803,33.90098,-117.4694,0.543,At La Sierra Ave - Accident.,,Riverside Fwy E,R,Riverside,Riverside,CA,92503,US,US/Pacific,KRAL,1/3/2017 16:53,55,,69,30.09,10,Calm,,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-41435,2,1/3/2017 17:30,1/3/2017 23:30,36.01599,-83.92717,36.01952,-83.92055,0.443,At US-441/Broadway/Exit 6 - Accident.,,I-640 E,R,Knoxville,Knox,TN,37918,US,US/Eastern,KTYS,1/3/2017 17:38,60.1,,83,29.74,10,SSW,18.4,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-41460,3,1/3/2017 18:30,1/4/2017 0:30,26.524,-80.07266,26.53454,-80.07334,0.729,At SR-804/Boyton Bch Blvd/Exit 57 - Accident.,,I-95 N,R,Boynton Beach,Palm Beach,FL,33435,US,US/Eastern,KPBI,1/3/2017 18:53,77,,82,29.97,10,South,8.1,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-41503,2,1/3/2017 20:58,1/4/2017 2:58,43.61373,-72.19224,43.62411,-72.20044,0.826,At US-4/Exit 17 - Accident. 2 lanes closed.,,I-89 N,R,Lebanon,Grafton,NH,3766,US,US/Eastern,KLEB,1/3/2017 20:53,37,34.5,86,29.65,6,Variable,3.5,0.1,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-109026,2,1/4/2017 12:36,1/4/2017 18:36,47.489126,-117.713463,47.486447,-117.717385,0.26,At WA-904/Exit 257 - Accident.,,US-395 S,R,Cheney,Spokane,WA,99004,US,US/Pacific,KGEG,1/4/2017 12:53,17.1,2,47,30.35,10,NE,16.1,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-15025,2,1/4/2017 14:50,1/4/2017 20:50,38.935557,-94.612119,38.93803,-94.60438,0.45,At State Line Rd/Exit 75 - Accident.,,I-435 E,R,Leawood,Johnson,KS,66206,US,US/Central,KOJC,1/4/2017 14:53,19.9,11.1,52,30.22,10,NNE,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-41613,2,1/4/2017 16:38,1/4/2017 22:38,42.725853,-88.992575,42.725854,-88.992577,0,At WI-26/Exit 171 - Accident.,,I-39 N,R,Janesville,Rock,WI,53546,US,US/Central,KJVL,1/4/2017 16:45,8.6,-7,67,30.04,10,West,12.7,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-109075,2,1/4/2017 17:55,1/4/2017 23:55,34.07191,-117.89375,34.07187,-117.88755,0.355,At Citrus St/Exit 37A - Accident.,,I-10 E,R,West Covina,Los Angeles,CA,91791,US,US/Pacific,KPOC,1/4/2017 17:47,55.4,,72,,10,West,6.9,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-109077,2,1/4/2017 18:58,1/5/2017 0:58,43.5722,-116.22338,43.5722,-116.226043,0.133,At Orchard St/Exit 52 - Accident.,,Vietnam Veterans Memorial Hwy,R,Boise,Ada,ID,83705,US,US/Mountain,KBOI,1/4/2017 18:53,24.1,17,96,30.07,1.2,SE,5.8,0.02,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-15086,2,1/4/2017 23:28,1/5/2017 5:28,38.94371,-94.38134,38.94461,-94.3746,0.367,At Douglas St/Exit 9 - Accident.,,I-470 E,R,Lees Summit,Jackson,MO,64086,US,US/Central,KLXT,1/4/2017 23:29,15.1,2.5,88,30.18,0.8,North,10.4,0.02,Light Snow,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-41713,3,1/5/2017 5:31,1/5/2017 11:31,38.50031,-90.34011,38.5048,-90.34212,0.329,Ramp to I-270 Northbound - Accident.,,I-55 N,R,Saint Louis,St. Louis County,MO,63129,US,US/Central,KCPS,1/5/2017 5:53,19.9,8.6,78,30.13,6,NNE,10.4,0,Light Snow,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-15125,2,1/5/2017 7:08,1/5/2017 13:08,45.06028,-93.18714,45.04027,-93.1898,1.389,Between County Rd E2/Exit 26 and MN-88/Exit 25B - Accident.,,I-35W S,R,Saint Paul,Ramsey,MN,55112,US,US/Central,KANE,1/5/2017 6:55,-7.6,-20.6,84,30.07,10,NW,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-41750,3,1/5/2017 7:52,1/5/2017 13:52,33.808092,-79.022738,33.8071,-79.016,0.393,At US-501-br/SC-544 - Accident.,1230, E Highway 501,L,Conway,Horry,SC,29526-8309,US,US/Eastern,KHYW,1/5/2017 7:55,35.6,,87,30.02,5,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-15168,3,1/5/2017 8:40,1/5/2017 14:40,29.76319,-95.45555,29.7686,-95.4559,0.374,At Woodway Dr/Exit 10 - Accident.,,I-610 N,R,Houston,Harris,TX,77027,US,US/Central,KMCJ,1/5/2017 8:35,53.6,,77,29.89,7,Calm,,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-15184,2,1/5/2017 9:45,1/5/2017 15:45,38.94136,-94.847947,38.94139,-94.85768,0.523,At KS-7 - Accident.,,KS-10 W,R,Lenexa,Johnson,KS,66227,US,US/Central,KIXD,1/5/2017 9:53,10,-6.5,84,30.26,7,NNW,15,0,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-109188,3,1/5/2017 10:58,1/5/2017 16:58,34.0531,-118.2284,34.05319,-118.22905,0.038,At Mission Rd - Accident.,,US-101 N,R,Los Angeles,Los Angeles,CA,90033,US,US/Pacific,KCQT,1/5/2017 10:47,59,,90,29.99,10,East,6.9,0.01,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-109202,4,1/5/2017 12:16,1/5/2017 18:16,33.985973,-118.28062,33.98093,-118.280849,0.349,Closed at W Florence Ave - Road closed due to accident.,,W 59th Pl,R,Los Angeles,Los Angeles,CA,90003,US,US/Pacific,KHHR,1/5/2017 11:53,60.1,,93,29.97,9,Variable,3.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-91984,2,1/5/2017 13:59,1/5/2017 19:59,40.28524,-111.7257,40.22902,-111.68025,4.564,Between UT-265/University Pky/Exit 269 and UT-114/Center St/Exit 265 - Accident.,,I-15 S,R,Orem,Utah,UT,84058,US,US/Mountain,KPVU,1/5/2017 13:58,19.4,9.5,74,29.88,6,WNW,8.1,,Light Snow,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-109253,2,1/5/2017 15:27,1/5/2017 21:27,38.766213,-119.867952,38.765376,-119.8487,1.039,At CA-89/Old Pony Express Way - Accident.,16547, State Route 88,L,Markleeville,Alpine,CA,96120-9544,US,US/Pacific,KTVL,1/5/2017 15:53,27,,78,29.87,10,Calm,,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-41957,2,1/5/2017 16:30,1/5/2017 22:30,35.886268,-78.627424,35.884134,-78.626819,0.151,At Ravenscroft Dr - Accident.,7440, Falls of Neuse Rd,R,Raleigh,Wake,NC,27615-5315,US,US/Eastern,KRDU,1/5/2017 16:51,43,,31,29.94,10,Calm,,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-109288,2,1/5/2017 17:57,1/5/2017 23:57,38.636888,-121.326293,38.63689,-121.32637,0.004,At Manzanita Ave - Accident.,,Fair Oaks Blvd,R,Carmichael,Sacramento,CA,95608,US,US/Pacific,KMCC,1/5/2017 17:50,39.2,35.9,75,30.08,9,NNW,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-42027,2,1/5/2017 19:11,1/6/2017 1:11,40.53948,-74.51345,40.53964,-74.52126,0.41,At CR-527/Easton Ave/Exit 10 - Accident.,,I-287 N,R,Somerset,Somerset,NJ,8873,US,US/Eastern,KSMQ,1/5/2017 18:53,30,26.5,45,29.94,10,Variable,3.5,,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-42072,3,1/6/2017 3:11,1/6/2017 9:11,26.038556,-80.163764,26.02925,-80.16559,0.653,At SR-822/Sheridan St/Exit 21 - Accident.,,I-95 S,R,Hollywood,Broward,FL,33020,US,US/Eastern,KFLL,1/6/2017 2:53,64.9,,90,29.95,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-42107,2,1/6/2017 6:34,1/6/2017 12:34,35.135199,-80.782576,35.136841,-80.783261,0.12,At Old Providence Rd - Accident.,5739, Providence Rd,R,Charlotte,Mecklenburg,NC,28226-6815,US,US/Eastern,KCLT,1/6/2017 6:52,35.1,30.1,64,29.95,10,North,5.8,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-42143,2,1/6/2017 7:48,1/6/2017 13:48,41.484857,-81.691851,41.48391,-81.69219,0.068,At Abbey Ave/14th St/Exit 171 - Accident.,,I-90 W,R,Cleveland,Cuyahoga,OH,44113,US,US/Eastern,KBKL,1/6/2017 7:53,8.1,-5.3,80,30.14,10,SSW,9.2,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-15324,3,1/6/2017 8:46,1/6/2017 14:46,32.92323,-97.07293,32.92278,-97.08644,0.784,At TX-114 - Accident.,,TX-121 S,R,Grapevine,Tarrant,TX,76051,US,US/Central,KDFW,1/6/2017 8:53,23,10.6,65,30.29,10,NNE,13.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-42223,2,1/6/2017 10:06,1/6/2017 16:06,35.274207,-80.72914,35.27416,-80.72917,0.004,At Rocky River Rd - Accident.,2818, E W.T. Harris Blvd,R,Charlotte,Mecklenburg,NC,28213,US,US/Eastern,KJQF,1/6/2017 12:53,42.8,41.1,53,30.06,10,NE,3.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-42262,2,1/6/2017 12:11,1/6/2017 18:11,27.70761,-82.38772,27.71884,-82.383,0.828,At SR-674/Exit 240 - Accident.,,I-75 N,R,Ruskin,Hillsborough,FL,33570,US,US/Eastern,KMCF,1/6/2017 11:58,73.6,,80,30.01,10,SSE,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-42294,2,1/6/2017 13:57,1/6/2017 19:57,41.28378,-72.93721,41.28374,-72.93787,0.034,At CT-10/Kimberly Ave/Exit 44 - Accident.,,Governor John Davis Lodge Tpke S,R,New Haven,New Haven,CT,6519,US,US/Eastern,KHVN,1/6/2017 13:53,30,24.1,61,30.04,10,ENE,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-15387,3,1/6/2017 15:02,1/6/2017 21:02,32.66579,-96.71831,32.67954,-96.67214,2.848,Between TX-310/Exit 474 and Dowdy Ferry Rd/Exit 476 - Accident.,,LBJ Fwy E,R,Dallas,Dallas,TX,75241,US,US/Central,KRBD,1/6/2017 14:53,21.9,7.8,82,30.35,1.8,North,17.3,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-109426,2,1/6/2017 16:06,1/6/2017 22:06,34.03895,-118.4397,34.04934,-118.44842,0.874,Between Olympic Blvd/Pico Blvd/Exit 54 and CA-2/Santa Monica Blvd/Exit 55A - Accident.,,I-405 N,R,Los Angeles,Los Angeles,CA,90064,US,US/Pacific,KSMO,1/6/2017 15:51,59,,75,30.04,10,WSW,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-42387,3,1/6/2017 17:07,1/6/2017 23:07,41.91795,-87.66797,41.918264,-87.668046,0.022,At Armitage Ave - Accident.,1976, N Ashland Ave,L,Chicago,Cook,IL,60622,US,US/Central,KMDW,1/6/2017 16:53,7,-4.5,51,30.4,10,West,6.9,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Night,Night,Day,Day
A-42384,2,1/6/2017 18:04,1/7/2017 0:04,42.49639,-83.52792,42.49935,-83.54198,0.745,At Wixom Rd/Exit 159 - Accident.,,I-96 W,R,Wixom,Oakland,MI,48393,US,US/Eastern,KPTK,1/6/2017 17:53,10,0.4,70,30.26,10,WSW,5.8,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-109495,2,1/6/2017 19:09,1/7/2017 1:09,33.97432,-118.12412,33.97545,-118.12495,0.091,At Slauson Ave - Accident.,,I-5 N,R,Los Angeles,Los Angeles,CA,90040,US,US/Pacific,KCQT,1/6/2017 18:47,57,,81,30.09,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-15457,3,1/6/2017 22:59,1/7/2017 4:59,47.510186,-94.967342,47.502787,-94.938788,1.427,At Adams Ave NW - Accident.,,US-2 E,R,Bemidji,Beltrami,MN,56601,US,US/Central,KBJI,1/6/2017 22:52,-6.2,-21.7,82,30.21,10,WSW,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-42482,3,1/7/2017 7:36,1/7/2017 13:36,37.961868,-77.490958,37.93125,-77.48001,2.198,At VA-207/Rogers Clark Blvd/Jericho Rd - Accident.,22161, Jefferson Davis Hwy,R,Ruther Glen,Caroline,VA,22546-2513,US,US/Eastern,KOFP,1/7/2017 7:39,21,12.4,85,30.27,0.8,Variable,6.9,0.04,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-42530,4,1/7/2017 14:48,1/7/2017 20:48,41.604191,-72.704549,41.57046,-72.72474,2.554,Closed at Country Club Rd/Exit 20 - Road closed due to accident.,,I-91 S,R,Cromwell,Middlesex,CT,6416,US,US/Eastern,KHFD,1/7/2017 14:53,19,6.8,88,30.17,0.2,North,11.5,0.02,Heavy Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-15499,3,1/7/2017 20:45,1/8/2017 2:45,29.97946,-95.42199,29.98842,-95.42362,0.627,At Airtex Dr/Exit 63 - Accident.,,I-45 N,R,Houston,Harris,TX,77090,US,US/Central,KDWH,1/7/2017 20:53,30.9,27.5,54,30.75,10,NNW,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-42606,2,1/8/2017 8:32,1/8/2017 14:32,43.02113,-71.44235,43.02325,-71.44413,0.172,At US-3/RT-28/Exit 9 - Accident.,,I-93 N,R,Hooksett,Merrimack,NH,3106,US,US/Eastern,KCON,1/8/2017 8:51,10,-1.9,51,30.15,10,WNW,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-92036,4,1/8/2017 19:49,1/9/2017 1:49,33.798176,-112.134714,33.79828,-112.125996,0.501,Closed between Carefree Hwy and AZ-74/Carefree Hwy/Exit 223 - Road closed due to accident.,,W Carefree Hwy,R,Phoenix,Maricopa,AZ,85085,US,US/Mountain,KDVT,1/8/2017 19:53,64,,40,30.17,10,NE,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-109584,2,1/9/2017 4:59,1/9/2017 10:59,34.01855,-117.47577,34.01969,-117.48492,0.53,At Pedley Rd - Accident.,,Pomona Fwy W,R,Riverside,Riverside,CA,92509,US,US/Pacific,KRAL,1/9/2017 4:53,55,,93,30.09,5,Calm,,0.05,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-42692,2,1/9/2017 6:15,1/9/2017 12:15,35.40953,-80.85613,35.40862,-80.85899,0.173,At I-77 - Accident.,,Gilead Rd,R,Huntersville,Mecklenburg,NC,28078,US,US/Eastern,KJQF,1/9/2017 6:25,17.6,,68,30.78,10,Calm,,,Clear,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Day
A-42725,2,1/9/2017 7:27,1/9/2017 13:27,39.97053,-82.9836,39.97582,-82.98326,0.366,At Jack Gibbs Blvd/Exit 109B - Accident.,,E Innerbelt N,R,Columbus,Franklin,OH,43203,US,US/Eastern,KCMH,1/9/2017 7:51,19,7.5,57,30.54,10,SSE,10.4,,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-42769,2,1/9/2017 8:06,1/9/2017 14:06,35.21561,-80.78075,35.21561,-80.78075,0,At Eastway Dr - Accident.,,Eastway Dr,R,Charlotte,Mecklenburg,NC,28205,US,US/Eastern,KCLT,1/9/2017 7:52,19,13.9,52,30.78,10,Variable,3.5,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-42845,2,1/9/2017 8:53,1/9/2017 14:53,41.8714,-87.74908,41.87146,-87.74495,0.213,At IL-50/Cicero Ave/Exit 24B - Accident.,,Chicago-Kansas City Expressway E,R,Chicago,Cook,IL,60644,US,US/Central,KMDW,1/9/2017 8:53,23,12.4,68,30.35,10,South,10.4,,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-42878,2,1/9/2017 10:11,1/9/2017 16:11,33.49683,-86.81547,33.50008,-86.81415,0.237,At AL-149/University Blvd/Exit 259 - Accident.,,I-65 N,R,Birmingham,Jefferson,AL,35205,US,US/Central,KBHM,1/9/2017 9:53,37.9,32.7,32,30.67,10,Variable,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
